datetime,temp_c_mean
2025-11-10 14:45:00,28.616666666666664
2025-11-10 15:45:00,22.5
2025-11-10 16:45:00,18.44
2025-11-10 17:45:00,27.5
2025-11-10 18:45:00,25.175
2025-11-10 19:45:00,27.825
2025-11-10 20:45:00,22.133333333333336
